ra,dec,mag,proper
16.872263,-38.017536,3.56,Pipirima
16.882796,31.701674,5.34,
16.888213,47.416725,5.99,
16.89034,-20.415555,5.86,
16.895119,-43.050968,5.95,
16.899924,-42.362025,4.7,
16.900106,-57.909507,5.91,
16.900131,10.165359,4.39,
16.90051,-41.806389,5.46,
16.907484,-42.478891,5.84,
16.909731,-42.361313,3.62,
16.909915,-6.153982,5.23,
16.915324,20.958488,5.39,
16.916251,-41.150858,5.78,
16.922825,18.433213,5.35,
16.923523,-63.269659,5.99,
16.93375,65.134796,4.88,
16.941328,-52.283746,5.94,
16.946677,-23.150346,5.57,
16.953104,-33.259492,5.48,
16.961139,9.375033,3.19,
16.971651,-50.641185,5.53,
16.977006,-55.990141,3.12,
16.992771,-69.268164,5.79,
16.993069,-53.160438,4.06,
16.999363,-25.092198,5.88,
17.001745,-54.597179,5.64,
17.002641,-24.98907,5.74,
17.004827,30.926405,3.92,
17.00749,-48.647759,5.98,
17.010275,-35.934133,5.95,
17.016149,22.632095,5.69,
17.017667,-4.222644,4.82,
17.026767,33.56827,5.27,
17.03129,-32.143519,5.03,
17.038526,25.50562,5.76,
17.052186,14.091947,4.97,
17.052419,-53.237028,5.27,
17.060917,13.605346,5.91,
17.064146,-38.152572,5.91,
17.073534,-57.712166,5.73,
17.080376,-34.12293,4.83,
17.088929,54.470042,4.91,
17.089636,12.740828,4.89,
17.092294,-0.89207,5.63,
17.105014,22.084153,5.56,
17.105608,-37.22759,5.98,
17.133907,35.935174,5.41,
17.13746,-17.609052,5.98,
17.146448,65.714683,3.17,Aldhibah
17.146539,-30.40373,5.93,
17.159238,40.777033,5.07,
17.163319,-10.523301,5.43,
17.172968,-15.72491,2.43,Sabik
17.178425,-44.557719,5.06,
17.194077,-48.873399,5.94,
17.202552,-43.239189,3.32,
17.204502,-39.506949,5.66,
17.207725,10.585168,5.32,
17.209047,62.874337,5.54,
17.216266,-32.438332,5.95,
17.221673,-67.196591,5.87,
17.244127,14.390333,2.78,Rasalgethi
17.250531,24.839204,3.12,Sarin
17.250788,36.809162,3.16,
17.255346,-33.54842,5.6,
17.255635,-14.58414,5.98,
17.255836,-26.602829,4.33,Guniibuu
17.259994,-38.593896,5.95,
17.26152,23.742761,5.99,
17.275477,1.210545,5.89,
17.276857,-0.445297,4.72,
17.284349,-32.66284,5.53,
17.288769,33.1001,4.8,
17.294517,37.291498,4.64,
17.300189,-24.286901,5.14,
17.306465,38.811395,5.97,
17.310275,10.864475,5.03,
17.313287,-44.129746,5.76,
17.313479,28.822968,5.68,
17.315842,-34.989792,5.91,
17.317655,-46.636235,5.47,
17.320142,-59.694612,5.93,
17.326961,80.136399,5.74,
17.336065,25.537603,5.36,
17.338575,18.057081,5.01,
17.339203,46.24078,5.51,
17.34432,32.467743,5.38,
17.347128,-12.846875,4.32,
17.348391,24.499435,5.13,
17.350101,-21.112933,4.39,
17.362116,39.974649,5.55,
17.3626,53.420428,5.69,
17.366531,-67.770668,4.76,
17.366827,-24.999545,3.27,
17.368299,-70.123208,5.39,
17.381874,-37.220786,5.91,
17.382007,-58.010327,5.86,
17.38531,-56.525547,5.76,
17.387799,-47.468197,5.21,
17.389331,-28.142831,5.3,
17.394708,37.145946,4.15,
17.399338,8.852571,5.77,
17.400299,-62.864153,5.69,
17.40183,22.960285,5.7,
17.403636,-44.162576,5.1,
17.405221,-60.673799,5.76,
17.40876,16.301006,5.75,
17.411675,-21.441479,5.82,
17.421665,-55.529884,2.84,
17.423239,-56.377727,3.31,
17.428155,60.048398,5.65,
17.433344,-50.63351,5.19,
17.439504,-24.175309,4.16,
17.441911,4.14036,4.34,
17.443856,-5.086596,4.53,
17.445623,48.260065,5.83,
17.446153,34.695802,5.94,
17.44698,20.080977,5.52,
17.447772,-45.84303,5.28,
17.453462,-50.63037,5.9,
17.455909,-29.867033,4.28,
17.460431,-29.724567,5.98,
17.466002,-52.297168,5.72,
17.477476,-55.169686,5.93,
17.48046,0.330625,5.41,
17.482247,-36.77828,5.98,
17.50661,-1.062922,5.31,
17.507213,52.301387,2.79,Rastaban
17.512308,26.110645,4.41,Maasym
17.512732,-37.295811,2.7,Lesath
17.513056,86.968047,5.78,
17.515381,31.158139,5.63,
17.518318,-60.683848,3.6,
17.522593,2.724507,5.57,
17.523134,-56.920964,5.99,
17.523598,-23.962643,4.78,
17.524298,-80.859134,5.83,
17.530439,28.407499,5.66,
17.530695,-49.876145,2.84,
17.532745,68.135024,5.07,
17.536251,55.184243,4.89,
17.536918,86.58646,4.35,Yildun
17.537767,55.172958,4.86,
17.55202,41.243449,5.72,
17.552052,-41.173066,5.84,
17.55634,19.256677,5.65,
17.55829,-5.744803,5.61,
17.560145,-37.103821,1.62,Shaula
17.560941,16.317553,5.68,
17.57686,9.5867,5.8,
17.57847,-32.581662,5.69,
17.579542,-11.241999,5.54,
17.582241,12.560035,2.08,Rasalhague
17.58317,61.874554,5.23,
17.594332,-46.505684,4.56,
17.609121,-38.635308,4.26,
17.610457,48.585634,5.35,
17.615859,68.75797,4.77,
17.619125,72.455794,5.87,
17.62198,-42.997824,1.86,Sargas
17.624253,-50.059702,5.89,
17.625304,24.309991,5.76,
17.626445,-15.398557,3.54,
17.626724,-15.571038,5.94,
17.630754,-8.118771,4.58,
17.634871,-54.500434,5.25,
17.635973,-10.926268,5.74,
17.657747,46.006332,3.82,
17.673276,-49.415587,4.76,
17.687844,-46.92183,5.78,
17.690243,-12.875307,4.24,
17.692312,6.313156,5.97,
17.698978,72.148843,4.57,Dziban
17.699461,72.156911,5.81,
17.699621,15.95243,5.54,
17.707879,24.564058,5.56,
17.708132,-39.029983,2.39,
17.714194,-36.945564,5.53,
17.722659,24.327821,5.73,
17.723833,-21.683194,4.86,
17.724543,4.567303,2.76,Cebalrai
17.733103,53.801715,5.75,Alruba
17.735752,-51.834053,5.12,Cervantes
17.745002,-42.729302,5.87,
17.748848,-57.54554,5.97,
17.762221,-64.723871,3.61,
17.774319,27.720676,3.42,
17.785568,17.697014,5.61,
17.792674,-27.830788,4.53,
17.793078,-40.126997,2.99,
17.79355,-14.725824,5.93,
17.798211,2.707276,3.75,
17.80688,20.565441,5.69,
17.813652,25.622869,5.09,
17.817862,50.781075,5.02,
17.819577,-31.703203,4.79,
17.824155,76.962881,5.02,
17.830965,-37.043304,3.19,Fuyue
17.83642,-40.090435,4.78,
17.839692,29.322143,5.51,
17.84122,-53.612406,5.68,
17.85904,-40.772461,5.94,
17.859853,-60.164056,5.78,
17.870461,-34.799196,5.88,
17.872156,-34.416842,5.84,
17.876512,1.305014,5.91,
17.887274,6.101424,5.77,
17.888341,40.007959,5.17,
17.889853,-34.895125,5.58,
17.892134,56.872643,3.73,Grumium
17.919762,72.005127,5.43,
17.923663,26.049991,5.47,
17.930781,22.464221,5.62,
17.93755,37.250539,3.86,
17.938445,0.670355,5.82,
17.938621,-15.812521,5.93,
17.943437,51.488895,2.24,Eltanin
17.944955,-28.065394,5.76,
17.946507,-44.342246,4.85,
17.946596,-4.081823,5.44,
17.951199,0.066665,5.95,
17.962744,29.24788,3.7,
17.963279,-41.716295,4.88,
17.975041,30.189277,4.41,
17.977514,-28.759089,5.99,
17.982135,-36.858376,5.74,
17.983775,-9.773632,3.32,
17.9848,-30.253025,5.0,
17.993545,-4.821126,5.86,
17.996543,-23.816133,4.74,
17.998946,45.501378,5.69,
18.000949,16.750919,4.67,
18.002526,80.004095,5.74,
18.004388,4.368615,4.79,
18.008058,-3.690269,4.62,
18.010754,2.931568,3.93,
18.025113,21.595782,4.26,
18.029222,1.305076,4.42,
18.031772,-22.780298,5.72,
18.039736,20.833632,5.25,
18.047527,-24.282468,5.37,
18.051367,-8.180349,4.77,
18.064568,-24.36073,5.89,
18.080662,-35.901442,5.98,
18.083674,-29.580087,4.66,
18.090913,2.500099,4.03,
18.096803,-30.424091,2.98,Alnasl
18.097114,32.230674,5.72,
18.100528,22.218879,4.96,
18.102055,-8.323956,5.84,
18.104221,-4.751252,5.74,
18.106585,-36.019788,5.94,
18.11052,-50.091477,3.65,
18.113858,-43.425216,4.92,
18.117097,30.56214,5.05,
18.121767,8.733867,4.64,
18.122496,9.563847,3.71,
18.12465,43.461891,5.0,
18.125708,28.762488,3.84,
18.130095,-17.154159,5.52,
18.130417,26.09734,5.79,
18.130434,26.10128,5.83,
18.133959,36.401264,5.49,
18.134716,-28.457093,4.55,
18.143,-63.668553,4.33,
18.14597,20.814557,4.37,
18.148018,20.045233,5.1,
18.159415,3.993276,5.71,
18.165004,3.119827,5.67,
18.166387,36.466284,5.57,
18.168281,-30.728666,5.53,
18.173948,-62.002197,5.47,
18.175443,54.286552,5.97,
18.177861,3.324256,5.5,
18.184876,-41.359113,5.86,
18.187157,-45.954418,4.52,
18.187714,-75.89151,5.86,
18.19537,-23.701235,4.96,
18.195866,33.447057,5.98,
18.198377,31.40535,4.96,
18.209482,-73.672417,5.86,
18.220194,-41.336111,5.47,
18.229392,-21.058834,3.84,Polis
18.231545,64.397287,4.99,
18.23775,-21.713164,5.49,
18.253585,-20.72827,5.29,
18.253603,-20.387974,5.96,
18.254739,68.75581,5.96,
18.260772,42.159345,5.56,
18.261289,-63.055366,5.58,
18.264843,-44.206461,5.45,
18.281417,-3.007401,5.99,
18.285426,-56.023351,5.36,
18.286563,-17.373886,5.81,
18.293793,-36.761686,3.1,
18.300886,-27.042641,4.66,
18.319316,7.259767,5.41,
18.319633,24.446059,5.3,
18.331031,36.064547,4.33,
18.335775,-15.831697,5.39,
18.338309,21.961297,4.92,
18.345955,71.337814,4.22,
18.347795,3.377165,4.85,
18.349158,29.858925,5.61,
18.3499,-29.828103,2.72,Kaus Media
18.350283,28.869954,5.12,
18.350736,72.732843,3.55,
18.355167,-2.898825,3.23,
18.356385,-18.859999,5.76,
18.359075,49.121593,5.02,
18.369083,23.285176,5.41,
18.371828,-38.656894,5.09,
18.376477,12.02968,5.99,
18.380288,17.826616,5.25,
18.38141,-36.669556,5.33,
18.386712,-12.014755,5.71,
18.387117,-61.493901,4.35,
18.39134,-36.237987,5.52,
18.393456,-75.044277,5.47,
18.394329,-8.934383,4.66,
18.394967,21.769752,3.85,
18.398507,58.800736,4.98,
18.402868,-34.384616,1.79,Kaus Australis
18.40383,39.507239,5.11,
18.405067,-44.110256,5.24,
18.417066,-30.75657,5.58,
18.422511,-20.541679,4.81,
18.427444,8.032006,5.64,
18.432996,29.82893,5.81,
18.433069,65.56348,4.82,Fafnir
18.448336,-48.117243,5.44,
18.449561,-45.968459,3.49,
18.453475,0.196108,5.2,
18.463745,-29.816865,5.9,
18.466179,-25.4217,2.82,Kaus Borealis
18.466326,6.194104,5.71,
18.474198,-38.995671,5.63,
18.480505,-49.070588,4.1,
18.486626,-14.565813,4.67,
18.488891,-80.232708,5.95,
18.493253,23.866202,5.87,
18.494717,-1.985308,5.38,
18.495823,77.547068,5.65,
18.498871,-47.220546,5.69,
18.499086,-57.523143,5.74,
18.503295,-18.728794,5.63,
18.517903,16.928556,5.76,
18.518012,-32.989114,5.37,
18.522896,-62.278302,4.63,
18.523804,-10.795836,5.77,
18.523971,-18.402697,5.12,
18.529287,-45.914814,4.92,
18.532284,-43.507383,5.71,
18.532498,-1.002977,5.93,
18.533874,-45.757382,5.07,
18.539257,-39.704001,5.16,
18.542923,57.045599,4.77,
18.545367,-14.865662,5.47,
18.546154,23.616801,5.88,
18.54721,30.554209,5.47,
18.548704,-73.965596,5.88,
18.556426,-38.725985,5.67,
18.558383,-42.31251,4.62,
18.560839,-14.853614,5.74,
18.564857,-24.032283,5.49,
18.565749,52.353517,5.38,
18.566046,-33.01656,5.28,
18.583998,-10.977206,5.12,
18.586785,-8.244073,3.85,
18.586834,18.20341,5.79,
18.591777,23.60553,5.62,
18.607731,9.122491,5.38,
18.610373,33.469036,5.41,
18.610854,6.671805,5.43,
18.61564,38.783692,0.03,Vega
18.625974,62.526591,5.74,
18.626656,-0.309472,5.76,
18.631785,-21.397725,5.93,
18.641865,-23.504893,5.78,
18.648168,-21.051871,5.85,
18.653968,-47.909767,5.84,
18.659768,-43.185878,5.42,
18.666774,-7.790799,5.82,
18.704563,-9.052549,4.7,
18.710543,55.539457,5.03,
18.71726,-71.428113,4.01,
18.725348,-8.275215,4.88,
18.727035,-64.551425,5.76,
18.729706,-38.323441,5.11,
18.730999,31.926613,5.68,
18.738711,-35.641987,4.86,
18.738984,39.670123,4.67,
18.739661,39.612721,4.59,
18.746209,37.605115,4.34,
18.746722,37.594615,5.73,
18.747112,-25.010914,5.82,
18.747205,2.060038,5.02,
18.74921,-39.686188,5.4,
18.757465,-64.871259,4.78,
18.757879,5.500128,5.82,
18.76094,-26.990778,3.17,
18.761035,20.546308,4.19,
18.762989,74.085553,5.25,
18.767911,26.66213,4.83,
18.772391,-22.392176,5.37,
18.772849,75.433964,5.37,
18.77461,-0.961692,5.89,
18.778634,52.98796,5.91,
18.778701,-10.125048,5.69,
18.783686,18.181519,4.34,
18.786242,-4.747867,4.22,
18.791375,-5.705147,5.38,
18.795726,-40.406167,5.2,
18.810538,-65.077679,5.71,
18.814024,-43.680047,5.46,
18.814829,19.32872,5.89,
18.824257,-45.8101,5.8,
18.826388,-43.434102,5.6,
18.827807,-20.324656,5.22,
18.828043,-5.912863,5.99,
18.82942,32.81282,5.93,
18.831366,32.551058,5.22,
18.834665,33.362667,3.52,Sheliak
18.849586,-9.774096,5.82,
18.853348,59.388351,4.63,
18.859712,52.975117,5.51,
18.870288,-62.187593,4.22,
18.87123,21.425142,5.43,
18.874229,-46.595119,5.51,
18.877675,-52.10737,5.18,
18.887096,50.708221,4.92,
18.895433,36.971721,5.58,
18.900025,-21.359845,5.68,
18.902827,-22.744834,4.86,Ainalrami
18.90368,27.909528,5.64,
18.90661,71.297192,4.82,
18.908412,36.898613,4.22,
18.911976,-15.603036,5.08,
18.912468,22.645076,4.57,
18.913095,48.859401,5.84,
18.91323,-87.605843,5.29,
18.914494,41.602723,5.46,
18.914588,33.968576,5.99,
18.918649,-22.671328,5.0,
18.92109,-26.296722,2.05,Nunki
18.922249,43.946088,4.08,
18.92429,6.61529,5.58,
18.92528,-16.376635,5.56,
18.93352,-23.173751,5.91,
18.935034,18.10541,5.69,
18.936995,4.203595,4.62,Alya
18.937401,4.202132,4.98,
18.938044,-42.710676,5.35,
18.940481,65.258084,5.62,
18.944582,-37.343241,5.36,
18.945851,57.814851,5.67,
18.949177,-67.233495,4.4,
18.950441,32.901273,5.2,
18.951019,-5.846314,4.83,
18.954608,2.535346,5.56,
18.955688,-20.656346,5.02,
18.962167,-21.106654,3.52,
18.967194,38.266188,5.89,
18.970763,17.360912,5.33,
18.974378,-52.938629,4.85,
18.976812,-60.20055,5.14,
18.978721,-37.107357,4.83,
18.979701,13.906648,5.91,
18.982395,32.689557,3.25,Sulafat
18.984928,13.622245,5.27,
18.989945,-12.840517,5.51,
18.993711,15.068298,4.02,
18.995966,26.230404,5.26,
19.000229,32.145514,4.94,
19.000987,-66.653618,5.98,
19.003799,50.533466,5.39,
19.012072,55.658301,5.51,
19.021488,26.291411,5.69,
19.023991,46.934812,5.0,
19.028008,-5.739115,4.02,
19.041022,-24.846826,5.63,
19.043532,-29.880105,2.6,Ascella
19.048472,-3.698987,5.4,
19.051057,-19.245686,5.96,
19.051907,-42.095105,4.74,
19.054915,-38.253147,5.73,
19.058242,-68.755544,5.89,
19.058959,1.818768,5.82,
19.065985,-51.018604,5.93,
19.073627,-31.047079,5.49,
19.07805,-21.741496,3.76,
19.081991,53.396654,5.4,
19.082687,-4.03142,5.4,
19.082741,31.744072,5.63,
19.090169,13.863478,2.99,Okab
19.094772,-15.660419,5.93,
19.10415,-4.882554,3.43,
19.10554,-52.34091,5.17,
19.106971,-37.063437,4.23,
19.11048,28.628595,5.53,
19.110665,24.250793,5.78,
19.115445,-48.299144,5.95,
19.11567,-27.670423,3.32,
19.116279,11.071228,5.07,
19.121703,36.100157,5.25,
19.123769,32.501738,5.2,
19.137973,-19.290289,5.56,
19.139156,-40.496703,4.57,
19.140507,52.425731,5.88,
19.149976,6.073207,5.23,
19.152716,76.560502,5.11,
19.157869,-37.904474,4.11,Meridiana
19.162731,-21.023615,2.88,Albaldah
19.164642,-68.424448,5.31,
19.166015,-41.892256,5.86,
19.167154,-39.340796,4.1,
19.194597,56.859213,5.13,
19.196114,31.283456,5.93,
19.201416,49.855755,5.85,
19.209225,67.661541,3.07,Altais
19.211309,-7.939518,5.35,
19.220463,-25.906786,5.79,
19.220979,-12.282584,5.51,
19.228529,2.293707,5.14,
19.229302,39.145968,4.43,Aladfar
19.231987,57.705102,5.0,
19.244319,-45.193527,5.91,
19.254822,21.232118,5.65,
19.255581,15.083651,5.58,
19.256905,30.526381,5.88,
19.259007,-25.256682,4.86,
19.259229,73.355468,4.45,
19.270289,21.390428,4.76,
19.272706,-45.466033,5.38,
19.272804,38.133731,4.35,
19.274108,14.544616,5.65,
19.275287,4.834795,5.59,
19.28504,53.368459,3.8,
19.286729,-66.661048,5.52,
19.293911,-18.952908,4.88,
19.295454,23.02554,5.46,
19.296944,11.595422,5.28,
19.309026,1.085129,5.1,
19.327597,12.37468,5.53,
19.327776,-35.421452,5.59,
19.337783,57.645129,5.91,
19.342473,-5.415766,4.98,
19.343246,-0.892161,5.46,
19.34393,-22.402535,5.59,
19.344467,65.714531,4.6,
19.361211,-17.847197,3.92,
19.362117,-15.955018,4.52,
19.364137,-18.308388,5.84,
19.372651,-0.252345,5.81,
19.377303,-44.458965,3.96,Arkab Prior
19.380801,26.262403,5.22,
19.380888,-54.423931,5.03,
19.386976,-44.799778,4.27,Arkab Posterior
19.398103,-40.61594,3.96,Rukbat
19.399027,43.388171,5.85,
19.402105,29.621338,4.99,
19.416164,11.944415,5.17,
19.41779,-29.309359,5.91,
19.421247,-24.508575,5.02,
19.422665,-13.89713,5.72,
19.424611,19.798365,5.14,
19.424906,-23.962457,5.45,
19.424972,3.114775,3.36,
19.435868,36.317896,5.17,
19.4364,-15.053251,5.71,
19.437013,20.097733,5.6,
19.438654,-21.776693,5.57,
19.440037,13.023801,5.76,
19.441302,19.891493,5.84,
19.441969,0.33857,4.64,
19.449022,-29.743225,5.66,
19.457212,52.320436,5.73,
19.463366,-54.325272,5.7,
19.472444,2.93003,5.84,
19.478427,24.664905,4.44,Anser
19.482523,24.768723,5.82,
19.483608,1.950448,5.79,
19.489487,14.596019,5.57,
19.489951,-43.445195,5.7,
19.495098,51.729779,3.76,
19.497829,-26.985615,5.46,
19.511066,-2.788887,5.03,
19.512023,27.959681,3.05,Albireo
19.51261,27.965276,5.12,
19.519709,-68.43392,5.98,
19.522039,50.306706,5.55,
19.522672,26.617171,5.89,
19.529534,34.452968,4.74,
19.539149,69.661175,4.67,Alsafi
19.54828,-53.185618,5.76,
19.556007,-45.271748,5.59,
19.568153,7.378941,4.45,
19.569024,-40.034638,5.89,
19.572161,51.23662,5.71,
19.57636,19.773403,5.0,
19.578127,42.412509,5.34,
19.580813,29.462954,5.39,
19.585349,-10.560444,5.12,
19.586942,-48.099202,4.88,
19.600459,-24.719081,5.64,
19.607372,50.221103,4.49,
19.610555,44.694936,5.17,
19.611786,-24.883623,4.59,
19.612022,-1.286601,4.36,
19.61457,11.273206,5.98,
19.614847,-7.027477,4.93,
19.617595,-18.231052,5.66,
19.621498,16.462802,5.67,
19.626227,-14.301801,5.46,
19.62981,-4.64764,5.45,
19.644769,54.973793,5.89,
19.653234,5.397773,5.18,
19.656279,30.153321,4.68,
19.657356,42.818278,5.41,
19.668275,18.01389,4.39,Sham
19.668657,-23.429086,5.97,
19.6787,-0.621233,5.64,
19.678717,-16.293268,5.3,
19.680601,45.524942,5.06,
19.68415,17.476041,4.39,
19.684869,13.815682,5.98,
19.696945,50.52506,5.99,
19.708648,-16.123996,5.06,
19.709447,11.826583,5.28,
19.71239,32.426741,5.93,
19.72598,-15.470105,5.49,
19.72859,25.771929,5.5,
19.729192,41.773108,5.86,
19.737943,37.354355,4.89,
19.738446,69.337065,5.9,
19.749574,45.13081,2.86,Fawaris
19.761096,7.613158,5.89,
19.767005,-31.908571,5.51,
19.770994,10.613261,2.72,Tarazed
19.772707,-19.761113,4.87,
19.773777,33.727598,5.0,
19.789795,18.534286,3.68,
19.79105,38.407614,5.83,
19.800321,-56.362611,5.33,
19.80285,70.26793,3.84,
19.811683,11.815896,5.75,
19.816294,19.142042,5.01,
19.823694,-72.503378,5.39,
19.837238,-47.557392,5.91,
19.842776,38.722419,5.18,
19.843702,40.599759,5.68,
19.843813,52.988001,5.03,
19.845775,-59.193667,5.41,
19.846388,8.868322,0.76,Altair
19.846329,-10.763512,5.38,
19.850456,10.415727,5.12,
19.851141,22.610046,4.9,
19.864056,-39.874367,5.32,
19.866408,47.027339,5.6,
19.867109,24.992162,5.54,
19.868658,47.931795,5.91,
19.870001,-19.044991,5.88,
19.874547,1.005661,3.87,
19.877143,-54.971026,5.76,
19.88816,57.523482,5.14,
19.888538,-3.114464,5.63,
19.891026,24.079614,4.57,
19.902299,-8.574211,5.76,
19.904134,8.461453,4.71,Libertas
19.908632,24.319388,5.56,
19.910459,-8.227289,5.7,
19.912444,0.273627,5.6,
19.913403,36.995676,5.79,
19.921026,-41.868288,4.12,
19.921887,6.406763,3.71,Alshain
19.927167,52.438948,4.91,
19.930651,-26.299506,4.7,Terebellum
19.931045,38.486705,4.95,
19.932051,58.845969,4.98,
19.933684,16.634799,5.71,
19.937292,11.423721,5.28,
19.938438,35.083424,3.89,
19.94912,-27.169899,4.54,
19.951749,-58.901351,5.24,
19.953852,40.367824,5.46,
19.962624,16.789163,5.54,
19.965842,-15.49149,5.01,
19.977216,30.983665,5.51,
19.978116,-69.163957,5.74,
19.979285,19.492148,3.51,
19.982555,-26.195767,4.84,
19.986261,23.101281,5.68,
19.989006,45.772541,5.92,
19.995605,-35.276305,4.37,
19.996485,-9.958238,5.87,
19.997595,-34.697799,5.3,
19.998665,37.042885,5.15,
20.000919,17.516511,5.33,
20.004425,-37.701719,5.95,
20.005621,-33.703452,5.65,
20.006418,-66.94936,5.75,
20.009845,-72.910504,3.97,
20.013424,-45.112918,5.8,
20.016383,8.557735,5.9,
20.018346,27.753573,4.66,
20.022655,50.104695,5.06,
20.024594,64.820974,5.22,
20.029086,24.800423,5.88,
20.029093,-59.375893,4.95,
20.03123,-66.943966,5.32,
20.032944,-13.637217,5.69,
20.03373,24.938043,5.23,
20.044299,-27.709845,4.43,
20.04696,67.873565,4.51,
20.054555,18.500993,5.99,
20.058338,16.031255,5.73,
20.059291,-37.940699,4.77,
20.060373,29.896805,5.73,
20.068399,17.070173,5.8,
20.068976,7.277966,5.51,
20.072108,-32.056296,4.99,
20.073098,-0.709309,5.67,
20.076715,32.218598,5.62,
20.08597,19.991071,5.09,
20.092444,61.99542,5.4,
20.103823,53.165688,5.81,
20.106055,35.972468,5.38,
20.114835,23.614425,5.08,
20.1231,-52.880793,4.93,
20.13384,-0.678185,5.97,
20.145157,-66.182068,3.55,
20.148145,77.711419,4.38,
20.157116,36.839621,4.93,
20.175982,26.904169,5.51,
20.186632,-36.101212,5.32,
20.188413,-0.821461,3.24,
20.193007,62.078542,5.7,
20.19666,26.80899,5.51,
20.200195,26.478806,5.91,
20.207186,-12.617497,5.84,
20.220523,-1.009339,5.44,
20.22168,46.815675,4.8,
20.223288,56.567722,4.28,
20.224331,60.640569,5.81,
20.227196,46.741329,3.8,
20.237369,28.694817,5.19,
20.237949,15.197609,4.94,
20.238617,-52.44577,5.65,
20.242229,36.806302,4.93,
20.254415,25.591957,4.79,
20.254806,-27.032977,5.73,
20.256604,33.729084,5.7,
20.257867,47.714208,3.96,
20.2584,23.508906,5.18,
20.262816,27.814242,4.5,
20.266837,45.579525,5.87,
20.279746,24.671102,5.3,
20.282024,40.365075,5.27,
20.291918,66.853687,5.91,
20.29413,-12.508212,4.3,
20.296445,38.03293,4.77,
20.300388,-21.80996,5.86,
20.300904,-12.544852,3.58,Algedi
20.301941,40.732082,5.83,
20.306876,55.397095,5.76,
20.307958,36.999803,5.58,
20.310853,34.982775,5.14,
20.323223,-19.118533,5.28,
20.326863,62.257472,5.71,
20.333386,13.548091,5.96,
20.334998,68.880317,5.59,
20.339279,17.792928,5.82,
20.344393,-12.75908,4.77,Alshat
20.350187,-14.781367,3.05,Dabih
20.3532,63.980122,5.69,
20.36762,24.446099,5.5,
20.368156,45.794994,5.58,
20.370473,40.256679,2.23,Sadr
20.374305,-42.049548,5.6,
20.379249,41.026012,5.95,
20.386304,5.342987,5.3,
20.395658,37.476449,5.87,
20.397671,32.190172,4.43,
20.398106,-42.422868,5.64,
20.424119,-28.663269,5.86,
20.427459,-56.73509,1.94,Peacock
20.427925,21.409642,5.68,
20.450624,49.383367,5.73,
20.455336,-18.211721,5.08,
20.459517,38.440332,5.63,
20.470687,81.422708,5.38,
20.481004,-17.813687,4.77,
20.488997,36.454729,5.9,
20.489926,30.368555,4.01,
20.490863,56.06819,5.89,
20.490931,81.091277,5.96,
20.493015,62.994105,4.21,
20.494167,-2.885531,4.91,
20.498307,-18.583178,5.94,
20.500983,48.951569,4.94,
20.521893,49.220297,5.44,
20.525112,74.954619,5.18,
20.539915,-9.853384,5.66,
20.553547,11.303263,4.03,Aldulfin
20.554894,-80.964862,5.76,
20.565052,35.250852,4.61,
20.565234,46.693866,5.78,
20.565297,-44.516048,5.12,
20.565845,13.027255,5.39,
20.588482,14.674213,4.64,
20.593003,-60.581749,4.75,
20.61212,-2.549957,4.91,
20.617964,26.461947,5.59,
20.625816,14.595087,3.64,Rotanev
20.626116,-47.291502,3.11,
20.626465,-61.529918,4.86,
20.630311,11.377676,5.42,
20.638501,-81.289063,5.89,
20.638967,-1.105121,4.31,
20.642038,21.201174,4.81,
20.642198,24.115958,5.06,
20.643053,23.680494,5.91,
20.645552,13.315125,5.69,
20.649867,30.334265,5.68,
20.65138,15.838199,5.99,
20.652161,10.086203,5.07,
20.654533,-14.95476,5.24,
20.656914,0.486445,5.15,
20.660635,15.912072,3.77,Sualocin
20.667347,-60.548892,5.11,
20.667485,-18.138659,5.15,
20.667549,43.458878,5.97,
20.672174,-33.431843,5.47,
20.6757,-16.12418,5.79,
20.684039,32.307287,5.53,
20.689902,-31.598289,5.75,
20.690532,45.280338,1.25,Deneb
20.699028,41.716875,5.68,
20.699186,-66.760682,5.14,
20.700731,-76.180592,5.99,
20.703508,50.34003,5.41,
20.709755,82.531158,5.75,
20.719722,66.657447,5.59,
20.724315,15.074581,4.43,
20.733966,-51.920971,4.51,
20.739457,56.488405,5.91,
20.747919,25.270617,4.92,
20.749314,-66.203212,3.42,
20.754811,61.838782,3.41,
20.755878,57.579725,4.52,
20.761043,30.719715,4.22,
20.76826,-25.270898,4.13,
20.769441,-21.514032,5.91,
20.770178,33.970256,2.48,Aljanah
20.772238,-39.199262,5.48,
20.777462,16.124134,5.15,
20.77764,16.124296,4.27,
20.786319,34.374123,4.93,
20.790149,36.490717,4.53,
20.79265,80.552262,5.36,
20.794598,-9.495776,3.78,Albali
20.795621,-5.027701,4.43,
20.796759,6.008209,5.57,
20.797025,47.831869,5.6,
20.808084,-43.988544,5.11,
20.815637,46.114134,4.81,
20.821559,-25.78124,5.86,
20.821733,-68.776521,5.41,
20.824709,-46.226826,4.9,
20.8328,-33.779722,4.89,
20.834695,44.059304,5.06,
20.844938,-12.544906,5.87,
20.850211,-37.913332,5.52,
20.857152,-5.626633,5.99,
20.857844,28.250505,5.66,
20.858347,-51.608179,5.06,
20.860681,-62.429335,5.67,
20.863692,-26.919133,4.12,
20.868801,27.096979,4.56,
20.869082,-5.507059,5.55,
20.877565,-8.983318,4.73,
20.887431,44.38726,4.8,
20.88849,45.181673,5.48,
